DOI,Year,Title,Journal
10.1007/s12205-020-0266-0,2020,"Pedestrian-Vehicle Collision Vulnerability in Senior Citizens’ Walking Environment: An Area-Level Investigation of Seoul, South Korea",KSCE Journal of Civil Engineering
10.1016/B978-0-12-817624-5.00004-X,2020,Chapter 4: Case studies of adaptation cities,Adaptation Measures for Urban Heat Islands
10.1016/B978-0-12-819631-1.00002-X,2020,2: Three-dimensional Bayesian statistical inversion,Computational Geo-Electromagnetics
10.1016/B978-0-12-819154-5.00015-1,2020,"Chapter 5: Surveys, Catalogues, Databases, and Archives of Astronomical Data",Knowledge Discovery in Big Data from Astronomy and Earth Observation
10.1016/B978-0-12-815497-7.00022-1,2020,Chapter 22: Waste to energy service learning projects and case studies,Bioenergy
10.1016/B978-0-12-819154-5.00024-2,2020,Chapter 13: Deep Learning – an Opportunity and a Challenge for Geo- and Astrophysics,Knowledge Discovery in Big Data from Astronomy and Earth Observation
10.1016/B978-0-12-818567-4.00029-6,2020,Chapter 3.3: Agent-based modelling of the social dynamics of energy end use,Energy and Behaviour
10.1016/bs.adcom.2019.09.003,2020,Chapter Three: Using fog computing/edge computing to leverage Digital Twin,Advances in Computers
10.1016/B978-0-12-816055-8.00006-3,2020,Chapter 6: Modeling and design of smart mobility systems,Urban Systems Design
10.1016/B978-0-12-816055-8.00008-7,2020,Chapter 8: Case studies toward smart communities,Urban Systems Design
10.1016/B978-0-12-817807-2.00009-5,2020,Chapter 9: Residential cogeneration and trigeneration with fuel cells,Current Trends and Future Developments on (Bio-) Membranes
10.1016/B978-0-12-818567-4.00006-5,2020,Chapter 2.1: Resource-efficient nondomestic buildings: Intertwining behaviour and technology,Energy and Behaviour
10.1016/B978-0-12-819946-6.00010-2,2020,10: IoT and cloud computing for building energy efficiency,Start-Up Creation
10.1016/B978-0-12-818981-8.00008-4,2020,8: Influence of aging on the performance of cool coatings,Eco-Efficient Pavement Construction Materials
10.1016/B978-0-12-819154-5.00025-4,2020,Chapter 14: Astro- and Geoinformatics – Visually Guided Classification of Time Series Data,Knowledge Discovery in Big Data from Astronomy and Earth Observation
10.34133/2020/3729715,2020,Repeated Multiview Imaging for Estimating Seedling Tiller Counts of Wheat Genotypes Using Drones,Plant Phenomics
10.1016/B978-0-12-815822-7.00010-8,2020,"Chapter 10: Applying LUR model to estimate spatial variation of PM<ce:inf loc=post>2.5</ce:inf> in the Greater Bay Area, China",Spatiotemporal Analysis of Air Pollution and Its Application in Public Health
10.1007/s12205-020-1096-9,2020,Analysis and Experimental Study on Shear Bearing Mechanism of Underpinning Beams Based on Truss-Arch Model,KSCE Journal of Civil Engineering
10.1016/B978-0-12-818567-4.00002-8,2020,Chapter 2.2: The challenge of improving energy efficiency in the building sector: Taking an in-depth look at decision-making on investments in energy-efficient refurbishments,Energy and Behaviour
10.1016/B978-0-12-816055-8.20001-8,2020,Index,Urban Systems Design
10.1016/B978-0-12-816780-9.00006-X,2020,Chapter 6: Target levels,Industrial Ventilation Design Guidebook
10.1016/B978-0-12-816780-9.00013-7,2020,"Appendix 1: Physical Factors, Units, Definitions and References",Industrial Ventilation Design Guidebook
10.1016/B978-0-12-818567-4.09991-9,2020,Index,Energy and Behaviour
10.1016/B978-0-12-818904-7.00003-4,2020,Chapter 3: Ocean energy data learning from big data,Ocean Energy Modeling and Simulation with Big Data
10.1016/B978-0-12-819779-0.00009-5,2020,Chapter 9: Mining and monitoring human activity patterns in smart environment-based healthcare systems,Systems Simulation and Modeling for Cloud Computing and Big Data Applications
10.1016/B978-0-12-818014-3.00008-5,2020,"Chapter 8: An effective blockchain-based, decentralized application for smart building system management",Real-Time Data Analytics for Large Scale Sensor Data
10.1007/s12205-020-2074-y,2020,UAV-RFID Integration for Construction Resource Localization,KSCE Journal of Civil Engineering
10.1016/B978-0-12-816055-8.00002-6,2020,Chapter 2: Urban systems and the role of big data,Urban Systems Design
10.1016/B978-0-12-817770-9.00007-9,2020,Chapter 7: The role and perception of energy through the eyes of the society,Social Impacts of Smart Grids
10.3390/joitmc6010008,2020,The Way of Expanding Technology Acceptance—Open Innovation Dynamics,"Journal of Open Innovation: Technology, Market, and Complexity"
10.1016/B978-0-12-817133-2.00015-X,2020,Chapter 15: Clinical decision support systems to improve the diagnosis and management of respiratory diseases,Artificial Intelligence in Precision Health
10.1016/B978-0-12-821353-7.00018-1,2020,Chapter 7: Ramp prediction in wind farms,Supervised Machine Learning in Wind Forecasting and Ramp Event Prediction
10.1016/B978-0-12-815651-3.00005-5,2020,5: Methods for constructing multilayer semi-empirical models,Semi-Empirical Neural Network Modeling and Digital Twins Development
10.1016/B978-0-12-816714-4.00004-1,2020,Chapter 4: Consequences of SMBG systems inaccuracy,Glucose Monitoring Devices
10.1016/B978-0-12-814782-5.00018-2,2020,Chapter 18: Scintillation modeling,The Dynamical Ionosphere
10.1016/B978-0-12-816780-9.00007-1,2020,Chapter 7: Principles of air and contaminant movement inside and around buildings,Industrial Ventilation Design Guidebook
10.1016/B978-0-12-822103-7.00005-4,2020,Chapter 5: Novel materials and concepts for regulating infra-red radiation: radiative cooling and cool paint,Energy Saving Coating Materials
10.1093/jn/nxaa287,2020,Temporal Dietary Patterns Are Associated with Obesity in US Adults,The Journal of Nutrition
10.1007/s12205-020-2316-z,2020,A Simplified Model for Crack Width Prediction of Flexural-Strengthened High Pre-Damaged Beams with CFRP Sheet,KSCE Journal of Civil Engineering
10.1016/B978-0-12-814694-1.00007-5,2020,Chapter Seven: Traffic emission impacts on child health and well-being,Transport and Children's Wellbeing
10.1016/B978-0-12-819951-0.00005-0,2020,Chapter 5: Aggregators today and tomorrow: from intermediaries to local orchestrators?,Behind and Beyond the Meter
10.1016/B978-0-12-818111-9.00011-2,2020,Chapter 11: Automatic detection of oil spills from SAR satellite data using genetic algorithm,Synthetic Aperture Radar Imaging Mechanism for Oil Spills
10.1016/B978-0-12-817674-0.09984-7,2020,Subject index,Inequality and Energy
10.1016/B978-0-12-816120-3.00015-4,2020,Chapter 5: Technical and non-technical strategies for water efficiency in buildings,Sustainable Water Engineering
10.1016/B978-0-12-818643-5.00015-7,2020,Chapter 15: Dynamic analysis of multistory buildings,Dynamic Analysis of Structures
10.1016/B978-0-12-818287-1.00005-X,2020,2: Swarm intelligence as a solution for technological problems associated with Internet of Things,Swarm Intelligence for Resource Management in Internet of Things
10.1016/B978-0-12-816223-1.00009-6,2020,Chapter 9: Analytical modelling of transient heat transfer,Analysis and Design of Energy Geostructures
10.1016/B978-0-12-817611-5.00006-0,2020,6: Exergy analysis of thermal equipment in buildings (II),Exergy Analysis and Thermoeconomics of Buildings
10.1016/B978-0-12-818546-9.00009-9,2020,9: Toward unsupervised multiresident tracking in ambient assisted living: methods and performance metrics,Assistive Technology for the Elderly
10.1016/B978-0-12-818122-5.00005-3,2020,Chapter 5: Air pollution monitoring and modeling,Traffic-Related Air Pollution
10.1007/s12205-020-1267-8,2020,Exploration on Damage Mechanism and Equivalent Damage Model of High Arch Dams under Earthquakes,KSCE Journal of Civil Engineering
10.1016/B978-0-12-816223-1.00012-6,2020,Chapter 12: Numerical modelling of energy geostructures,Analysis and Design of Energy Geostructures
10.1016/B978-0-12-817688-7.00011-2,2020,Chapter 11: Toward solutions for energy efficiency: Modeling of district heating costs,Energy Transformation Towards Sustainability
10.1007/s12205-020-2170-z,2020,"Evaluation of Cavitation Occurrence Based on Reliability in Chute Spillways by Using First Order Reliable Method and Monte Carlo Simulation Method from 18 Spillways Laboratory Models, Iran",KSCE Journal of Civil Engineering
10.1016/B978-0-12-823377-1.50235-4,2020,Mixed-Integer Dynamic Scheduling Optimization for Demand Side Management,Computer Aided Chemical Engineering
10.1016/B978-0-12-816445-7.00005-0,2020,Chapter 5: Modeling and simulation of active electrical distribution systems using the OpenDSS,Decision Making Applications in Modern Power Systems
10.1016/B978-0-12-815497-7.00032-4,2020,Chapter 32: Biofuel conversion pathways service learning projects and case studies,Bioenergy
10.1016/B978-0-12-821662-0.00002-2,2020,2: Statistical entropy component,Entropy of Complex Processes and Systems
10.1016/B978-0-12-817611-5.00005-9,2020,5: Exergy analysis of thermal facilities equipment in buildings (I),Exergy Analysis and Thermoeconomics of Buildings
10.1016/B978-0-12-815746-6.00006-5,2020,"6: Visualization, storyboarding and applications",Building Big Data Applications
10.1007/s12205-020-2336-8,2020,Tidal Creek Extraction from Airborne LiDAR Data Using Ground Filtering Techniques,KSCE Journal of Civil Engineering
10.1016/bs.adcom.2019.10.010,2020,Chapter Six: Industry 4.0: Industrial Internet of Things (IIOT),Advances in Computers
10.1016/B978-0-12-816666-6.00021-5,2020,Chapter 21: Consumer cooperatives’ model in Japan,Waking the Asian Pacific Co-Operative Potential
10.1016/B978-0-12-818355-7.00007-5,2020,Chapter 7: MCDM for sustainability ranking of district heating systems considering uncertainties,Life Cycle Sustainability Assessment for Decision-Making
10.1016/B978-0-12-818594-0.00004-0,2020,Chapter 4: Complex systems of neural networks,Complexity and Complex Thermo-Economic Systems
10.1016/bs.adcom.2019.10.008,2020,Chapter Four: The industry use cases for the Digital Twin idea,Advances in Computers
10.1016/B978-0-12-814960-7.00007-5,2020,"Chapter 7: Characterization of worm reefs (<ce:italic>Sabellaria vulgaris</ce:italic>) in Delaware Bay, United States",Seafloor Geomorphology as Benthic Habitat
10.1016/B978-0-12-815746-6.20001-X,2020,Index,Building Big Data Applications
10.1016/B978-0-12-818366-3.00008-3,2020,8: Landsat's past paves the way for data democratization in earth science,Data Democracy
10.1016/bs.aiht.2020.07.001,2020,"Chapter Three: Heat exchange between the human body and the environment: A comprehensive, multi-scale numerical simulation",Advances in Heat Transfer
10.1016/B978-0-12-817862-1.00005-1,2020,Chapter 5: The role of various market participants in blockchain business model,Blockchain-based Smart Grids
10.1016/B978-0-12-815715-2.00014-2,2020,Chapter 2: On a road to optimal fleet routing algorithms: a gentle introduction to the state-of-the-art,Smart Delivery Systems
10.1016/B978-0-12-819946-6.00008-4,2020,8: Carbon sequestration in microalgae photobioreactors building integrated,Start-Up Creation
10.1016/B978-0-12-818904-7.00002-2,2020,Chapter 2: Big data principles and paradigm,Ocean Energy Modeling and Simulation with Big Data
10.1016/B978-0-12-818961-0.00009-0,2020,9: Trends and perspectives in the use of timber and derived products in building façades,New Materials in Civil Engineering
10.1016/B978-0-12-817624-5.20001-8,2020,Index,Adaptation Measures for Urban Heat Islands
10.1016/bs.hoe.2020.05.002,2020,Chapter 5: Microeconometrics with partial identification,Handbook of Econometrics
10.1007/s12205-020-1530-z,2020,Forward Modelling and GPR Imaging in Leakage Detection and Grouting Evaluation in Tunnel Lining,KSCE Journal of Civil Engineering
10.1016/B978-0-12-817862-1.00008-7,2020,Chapter 8: Blockchain in decentralized demand-side control of microgrids,Blockchain-based Smart Grids
10.1016/B978-0-12-821326-1.00013-9,2020,Chapter 11: Medical data analysis in eHealth care for industry perspectives: applications,An Industrial IoT Approach for Pharmaceutical Industry Growth
10.1016/B978-0-12-815686-5.00027-4,2020,Chapter 27: Experimental models of coarse-clast transport by tsunamis,Geological Records of Tsunamis and Other Extreme Waves
10.1016/S0969-4765(20)30053-9,2020,New biometric products flood out to tackle Covid-19,Biometric Technology Today
10.1016/B978-0-12-819043-2.00008-3,2020,Chapter 8: Security and privacy solutions for smart healthcare systems,Innovation in Health Informatics
10.1016/B978-0-12-817247-6.00021-3,2020,Index,Introduction to Industrial Energy Efficiency
10.1016/B978-0-12-818567-4.00009-0,2020,Chapter 2.5: The impact of the institutional context on the potential contribution of new business models to democratising the energy system,Energy and Behaviour
10.1016/B978-0-12-815503-5.00005-X,2020,Chapter 5: Use Cases for Architects and Engineers,Infrastructure Computer Vision
10.1016/B978-0-12-815369-7.00016-1,2020,Index,Wearable and Implantable Medical Devices
10.1016/B978-0-12-819521-5.00009-7,2020,"Chapter 9: Urban microgrids: benefits, challenges, and business models",The Regulation and Policy of Latin American Energy Transitions
10.1016/B978-0-12-818122-5.00004-1,2020,Chapter 4: Vehicle emissions measurement and modeling,Traffic-Related Air Pollution
10.1016/B978-0-12-817247-6.00020-1,2020,Contents,Introduction to Industrial Energy Efficiency
10.1016/B978-0-12-818318-2.00005-2,2020,Chapter 5: Emerging trends in IoT and big data analytics for biomedical and health care technologies,Handbook of Data Science Approaches for Biomedical Engineering
10.1016/B978-0-12-818762-3.00011-X,2020,Chapter 11: Heating and cooling in the built environment,Technological Learning in the Transition to a Low-Carbon Energy System
10.1016/B978-0-12-817247-6.00006-7,2020,6: Energy auditing and measurements in practice,Introduction to Industrial Energy Efficiency
10.1016/B978-0-12-817485-2.00003-1,2020,Chapter 3: Digital technologies to support behavior change: challenges and opportunities,Diabetes Digital Health
10.1016/B978-0-12-819593-2.00011-X,2020,"Chapter 11: BioSenHealth 2.0—a low-cost, energy-efficient Internet of Things–based blood glucose monitoring system",Emergence of Pharmaceutical Industry Growth with Industrial IoT Approach
10.1016/B978-0-12-817611-5.20001-5,2020,Index,Exergy Analysis and Thermoeconomics of Buildings
10.1016/B978-0-12-819113-2.00003-8,2020,Chapter 3: Road Perception in Driver Intention Inference System,Advanced Driver Intention Inference
10.1016/B978-0-12-819113-2.00008-7,2020,Chapter 8: Driver Lane-Change Intention Inference,Advanced Driver Intention Inference
10.1016/B978-0-12-817611-5.00010-2,2020,10: Sustainability and exergy in buildings,Exergy Analysis and Thermoeconomics of Buildings
10.1016/B978-0-12-819610-6.00010-7,2020,Chapter 10: Solar PV power plants,Photovoltaic Solar Energy Conversion
10.1016/B978-0-12-816445-7.00016-5,2020,Chapter 16: Multistage and decentralized operations of electric vehicles within the California demand response markets,Decision Making Applications in Modern Power Systems
10.1016/B978-0-12-823295-8.00013-6,2020,Chapter 13: DNA data and cybercrime and cyberterrorism,Storing Digital Binary Data in Cellular DNA
10.1016/B978-0-12-815975-0.00008-4,2020,3: A non-Newtonian impedance measurement experimental framework: modeling and control inside blood-like environments—fractional-order modeling and control of a targeted drug delivery prototype with impedance measurement capabilities,Automated Drug Delivery in Anesthesia
10.1016/B978-0-12-819870-4.00029-3,2020,Chapter 31: Using nanosensors in wireless sensor networks,Nanosensors for Smart Cities
10.1016/B978-0-12-818287-1.00003-6,2020,1: Swarm intelligence algorithms and their applications in Internet of Things,Swarm Intelligence for Resource Management in Internet of Things
10.1016/B978-0-12-815265-2.00001-7,2020,Chapter 1: Learning from parking reforms in other cities,Parking
10.1007/s12205-020-2305-2,2020,Estimating Fundamental Period of Corrugated Steel Plate Shear Walls,KSCE Journal of Civil Engineering
10.1016/B978-0-12-817862-1.00001-4,2020,Chapter 1: Introductory chapter: An overview of the book,Blockchain-based Smart Grids
10.1016/B978-0-12-809324-5.23520-7,2020,Architecture,Encyclopedia of Creativity
10.3168/jds.2019-16742,2020,Identifying gram-negative and gram-positive clinical mastitis using daily milk component and behavioral sensor data,Journal of Dairy Science
10.1016/B978-0-12-823377-1.50319-0,2020,Quantitative Risk Assessment and Management for CO<ce:inf loc=post>2</ce:inf>Utilisation Industrial Network,Computer Aided Chemical Engineering
10.1016/B978-0-12-818567-4.00004-1,2020,Chapter 1.2: Behavioural economics for energy and climate change policies and the transition to a sustainable energy use—A Scandinavian perspective,Energy and Behaviour
10.1016/B978-0-12-815826-5.00019-2,2020,Chapter 19: Snow water equivalent,Advanced Remote Sensing
10.1016/B978-0-12-818567-4.00010-7,2020,"Chapter 2.6: Energy, human activity, and knowledge: Addressing smart city challenges",Energy and Behaviour
10.1016/B978-0-12-818287-1.00008-5,2020,4: Cyberphysical systems in the smart city: challenges and future trends for strategic research,Swarm Intelligence for Resource Management in Internet of Things
10.1016/B978-0-12-818762-3.00008-X,2020,Chapter 8: Grid-scale energy storage,Technological Learning in the Transition to a Low-Carbon Energy System
10.1016/B978-0-12-816223-1.00008-4,2020,Chapter 8: Analytical modelling of steady heat and mass transfers,Analysis and Design of Energy Geostructures
10.1016/B978-0-12-817611-5.00011-4,2020,11: Application of exergecoeconomic and exergoenvironmental analysis to several cases of building thermal installations,Exergy Analysis and Thermoeconomics of Buildings
10.1016/B978-0-12-817540-8.00003-0,2020,Chapter 3: Overview of biomass combustion modeling: Detailed analysis and case study,Computational Fluid Dynamics Applied to Waste-to-Energy Processes
10.1016/B978-0-12-813602-7.00027-2,2020,Chapter 27: Hazardous release: point source dispersion modeling,An Introduction to Interdisciplinary Toxicology
10.1016/B978-0-12-817247-6.00009-2,2020,"9: Energy efficiency in compressed air, ventilation, and lighting",Introduction to Industrial Energy Efficiency
10.1016/B978-0-12-818366-3.00002-2,2020,2: Data citizens: rights and responsibilities in a data republic,Data Democracy
10.1016/B978-0-12-819610-6.00011-9,2020,Chapter 11: New concepts and applications of solar PV systems,Photovoltaic Solar Energy Conversion
10.1016/B978-0-12-819631-1.00010-9,2020,10: Conceptual model of the copper–porphyry ore formation (Sorskoe copper–molybdenum ore deposit case study),Computational Geo-Electromagnetics
10.1016/B978-0-12-819481-2.00004-0,2020,4: Fire-retardant bioproducts for green buildings,Bio-Based Materials and Biotechnologies for Eco-Efficient Construction
10.1016/B978-0-12-819816-2.00006-X,2020,Chapter 6: Blockchain Implementation Using Smart Grid-Based Smart City,Handbook of Research on Blockchain Technology
10.1016/B978-0-12-817133-2.00018-5,2020,Chapter 18: Use of artificial intelligence in infectious diseases,Artificial Intelligence in Precision Health
10.1016/bs.adcom.2019.09.009,2020,Chapter Seven: The growing role of integrated and insightful big and real-time data analytics platforms,Advances in Computers
10.1016/B978-0-12-819556-7.00006-1,2020,Chapter 6: Sustainability modeling,Energy Sustainability
10.1016/B978-0-12-817624-5.00007-5,2020,Chapter 7: Summary,Adaptation Measures for Urban Heat Islands
10.1017/S175173111900346X,2020,"Herd-level factors associated with piglet weight at weaning, kilograms of piglets weaned per sow per year and sow feed conversion",Animal
10.1016/B978-0-12-815503-5.00002-4,2020,"Chapter 2: Surveying, Geomatics, and 3D Reconstruction",Infrastructure Computer Vision
10.1016/B978-0-12-819055-5.00025-5,2020,25: Life-cycle assessment of concrete building blocks incorporating recycled concrete aggregates—A case study in China,Advances in Construction and Demolition Waste Recycling
10.1016/B978-0-12-819959-6.00003-8,2020,Chapter three: Types of existing buildings: detailed introduction and seismic rehabilitation,Seismic Rehabilitation Methods for Existing Buildings
10.1016/B978-0-12-815826-5.00008-8,2020,Chapter 8: Surface longwave radiation budget,Advanced Remote Sensing
10.1016/B978-0-12-816780-9.00003-4,2020,Chapter 3: Industrial ventilation design method,Industrial Ventilation Design Guidebook
10.3168/jds.2019-16411,2020,Predicting rectal temperature and respiration rate responses in lactating dairy cows exposed to heat stress,Journal of Dairy Science
10.1016/B978-0-12-818367-0.00014-X,2020,14: Structural insulated panels for housing: failure modes upon accelerated aging,Service Life Prediction of Polymers and Coatings
10.1016/B978-0-12-816780-9.00001-0,2020,Chapter 1: Introduction,Industrial Ventilation Design Guidebook
10.1016/B978-0-12-818281-9.00019-X,2020,Chapter 19: Big data analytics for intelligent transportation systems,The Future of Intelligent Transport Systems
10.1016/B978-0-12-816000-8.00017-7,2020,Chapter 17: Emerging areas,Adherence and Self-Management in Pediatric Populations
10.1016/B978-0-12-815167-9.00015-3,2020,Chapter 15: Energy sources for sustainable transportation and urban development,"Transportation, Land Use, and Environmental Planning"
10.1016/B978-0-12-819593-2.00004-2,2020,Chapter 4: Internet of Things–based pharmaceutics data analysis,Emergence of Pharmaceutical Industry Growth with Industrial IoT Approach
10.1016/B978-0-12-818904-7.00006-X,2020,Chapter 6: Ocean energy data stream management system,Ocean Energy Modeling and Simulation with Big Data
10.1016/B978-0-12-818122-5.00006-5,2020,Chapter 6: Traffic-related air pollution and exposure assessment,Traffic-Related Air Pollution
10.1016/B978-0-12-820028-5.00007-2,2020,Chapter 7: Smart manufacturing in additive manufacturing,Smart Manufacturing
10.1016/B978-0-444-64123-6.00006-0,2020,Chapter 5: Spatial skills,Handbook of Clinical Neurology
10.1124/pr.120.000028,2020,"Development of Novel, Value-Based, Digital Endpoints for Clinical Trials: A Structured Approach Toward Fit-for-Purpose Validation",Pharmacological Reviews
10.1016/B978-0-12-818567-4.00015-6,2020,Chapter 4.1: A critical review of energy behaviour change: The influence of context,Energy and Behaviour
10.1016/B978-0-12-819631-1.00009-2,2020,9: Conceptual model of a lens in the upper crust (Northern Tien Shan case study),Computational Geo-Electromagnetics
10.1016/B978-0-12-811710-1.00002-1,2020,Chapter 2: Animal models of tuberculosis,Animal Biotechnology
10.1016/B978-0-08-102902-2.00017-0,2020,Chapter 17: Technical enablers for the IoT,Cellular Internet of Things
10.1016/B978-0-12-817862-1.00007-5,2020,Chapter 7: Blockchain-based demand response using prosumer scheduling,Blockchain-based Smart Grids
10.1007/s12205-020-1443-x,2020,Fragility Analysis of Infilled Reinforced Concrete Frames Subjected to Near-Field Ground Motions,KSCE Journal of Civil Engineering
10.1016/B978-0-08-102488-1.00014-9,2020,14: Performance characteristics of technical textiles: Part I: E-textiles,Engineering Textiles
10.1016/B978-0-12-818880-4.00017-X,2020,"16: Exploiting LoRa, edge, and fog computing for traffic monitoring in smart cities",LPWAN Technologies for IoT and M2M Applications
10.1016/B978-0-12-815265-2.00011-X,2020,Chapter 11: Singapore,Parking
10.1016/B978-0-12-817133-2.00020-3,2020,Chapter 20: Use of artificial intelligence in precision nutrition and fitness,Artificial Intelligence in Precision Health
10.1016/B978-0-323-88506-5.50245-X,2021,Integrated optimization of Multi-Energy System operation and thermal comfort management for buildings,Computer Aided Chemical Engineering
10.1016/B978-0-323-90033-1.00003-2,2021,Chapter 9: Data-driven state estimation in electric power systems,Cyber-Physical Power Systems State Estimation
10.1016/B978-0-323-88506-5.50182-0,2021,Data-Driven Robust MPC for Controlled Environment Agriculture,Computer Aided Chemical Engineering
10.1016/B978-0-12-820791-8.00008-0,2021,8: Hemp plaster and passive cooling techniques for retrofit: A case study,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-820592-1.00004-X,2021,4: Energy in buildings and districts,Energy Services Fundamentals and Financing
10.1016/B978-0-12-820791-8.00011-0,2021,11: Thermal evaluation of building roofs with conventional and reflective coatings,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-817772-3.00010-0,2021,Chapter 10: Short-term electrical energy demand prediction under heat island effects using emotional neural network integrated with genetic algorithm,Predictive Modelling for Energy Management and Power Systems Engineering
10.1016/B978-0-12-819885-8.00020-6,2021,20: Thermal energy storage systems for cooling in residential buildings,Advances in Thermal Energy Storage Systems
10.1016/B978-0-12-819669-4.00006-4,2021,6: Simulating microscale thermal interactions using ENVI-met climate model,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-820791-8.00014-6,2021,14: PCM incorporated bricks: A passive alternative for thermal regulation and energy conservation in buildings for Indian conditions,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-820791-8.00005-5,2021,5: Quantitative approximation of shading-induced cooling by climber green wall based on multiple-iterative radiation pathways,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1007/s12205-020-0219-7,2021,Building Information Model and Optimization Algorithms for Supporting Campus Facility Maintenance Management: A Case Study of Maintaining Water Dispensers,KSCE Journal of Civil Engineering
10.1016/B978-0-12-820791-8.00017-1,2021,17: Building performance of thermochromic glazing,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.5004/dwt.2021.26556,2021,Statistical analysis and determination of best-fit probability distribution for monthly rainfall in Northern Cyprus,Desalination and Water Treatment
10.1016/B978-0-12-819669-4.00007-6,2021,7: Future research for tropical UHI,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-820004-9.00005-X,2021,Chapter 16: Simulation of solar-powered desiccant-assisted cooling in hot and humid climates,Renewable Energy Systems
10.1016/B978-0-08-102671-7.10352-5,2021,City Wide Coordinated Ramp Meters - Keeping Urban Motorways Safe and Efficient With City Wide Coordinated Ramp Meters,International Encyclopedia of Transportation
10.1139/geomat-2021-0016,2021,Generating LOD2 city models using a hybrid-driven approach: a case study for New Brunswick urban environment,Geomatica
10.1016/B978-0-12-816673-4.00008-0,2021,Chapter 3: Design with modeling techniques,Industrial Ventilation Design Guidebook
10.1016/B978-0-08-102671-7.10290-8,2021,Ramp Metering Application - Keeping Urban Motorways Safe and Efficient With City Wide Coordinated Ramp Meters,International Encyclopedia of Transportation
10.1016/B978-0-12-817772-3.00013-6,2021,Chapter 13: MARS model for prediction of short- and long-term global solar radiation,Predictive Modelling for Energy Management and Power Systems Engineering
10.1016/B978-0-323-85510-5.00001-6,2021,Chapter 1: Advances in Machine Learning and Data Analytics,Intelligent Data-Analytics for Condition Monitoring
10.1016/B978-0-12-821092-5.00016-4,2021,Chapter 15: Bi-level model reductions for multiscale stochastic optimization of cooling water system,Applications of Artificial Intelligence in Process Systems Engineering
10.1016/B978-0-12-819669-4.00001-5,2021,1: Context and background of urban heat island,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-820168-8.00007-9,2021,Chapter seven: Advanced machine learning applications to modern power systems,New Technologies for Power System Operation and Analysis
10.1016/B978-0-12-821221-9.00004-9,2021,Chapter 4: Performance assessment of solar powered hybrid solid desiccant and dehumidification integrated thermally cooling system using TRNSYS,Advances in Clean Energy Technologies
10.1016/B978-0-12-817772-3.00007-0,2021,Chapter 7: Hybrid multilayer perceptron-firefly optimizer algorithm for modelling photosynthetic active solar radiation for biofuel energy exploration,Predictive Modelling for Energy Management and Power Systems Engineering
10.1016/B978-0-12-815017-7.00003-5,2021,3: UHI management,The Urban Heat Island
10.1016/B978-0-12-822275-1.00010-2,2021,Chapter 3: Artificial production of ice,Ice-Houses
10.1016/B978-0-12-821229-5.00005-7,2021,Chapter 1: Machine learning architecture and framework,Machine Learning and the Internet of Medical Things in Healthcare
10.1139/geomat-2021-0006,2021,Waterloo building dataset: a city-scale vector building dataset for mapping building footprints using aerial orthoimagery,Geomatica
10.1016/B978-0-12-824555-2.00030-7,2021,Chapter 29: Metering architecture of smart grid,"Design, Analysis, and Applications of Renewable Energy Systems"
10.1016/B978-0-12-816656-7.00005-1,2021,Chapter 5: Soft computing and statistical tools for developing analytical models,"Modeling, Assessment, and Optimization of Energy Systems"
10.1016/B978-0-12-819885-8.00013-9,2021,13: Integrating phase change materials in thermal energy storage systems for buildings,Advances in Thermal Energy Storage Systems
10.1016/B978-0-12-819669-4.00003-9,2021,3: UHI drivers and mapping the urban thermal environment,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-822989-7.00016-0,2021,15: Energy efficiency in buildings,Sustainable Fuel Technologies Handbook
10.1016/B978-0-12-820791-8.00015-8,2021,15: Influence of novel PCM-based strategies on building cooling performance,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-820062-9.00007-4,2021,Chapter 7: Life-cycle cost model validation,Life-Cycle Cost Models for Green Buildings
10.1016/B978-0-12-821205-9.00002-2,2021,Chapter 1: A model adaptation framework for mechanized tunneling: Subsoil uncertainty consideration from observation to construction,Modeling in Geotechnical Engineering
10.1016/S2542-5196(21)00179-0,2021,Systematic mapping of global research on climate and health: a machine learning review,The Lancet Planetary Health
10.1016/B978-0-323-91093-4.00005-6,2021,Chapter 1: Solar cooling research and technology,Recent Advances in Renewable Energy Technologies
10.1016/B978-0-323-85064-3.00009-1,2021,Chapter 6: Impetus to machine learning in cardiac disease diagnosis,Image Processing for Automated Diagnosis of Cardiac Diseases
10.1016/B978-0-12-821403-9.00002-0,2021,Chapter 5: Toward a holistic approach for energy efficient buildings,Hybrid Energy System Models
10.1016/B978-0-12-822699-5.00024-0,2021,Chapter 12: Effects of rainfall extreme events on coastal marine ecosystems,Precipitation
10.1016/B978-0-12-820592-1.00006-3,2021,6: Energy-saving strategies on university campus buildings: Covenant University as case study,Energy Services Fundamentals and Financing
