DOI,Year,Title,_include_terms,_include_categories
10.1016/j.ijrefrig.2021.06.013,2021,Experimental study and thermo-economic analysis of a novel radiant-convective cooling system,,
10.1016/j.enbuild.2021.110935,2021,A theoretical framework for classifying occupant-centric data streams on indoor climate using a physiological and cognitive process hierarchy,,
10.1016/j.apenergy.2021.117821,2021,Zero energy potential of photovoltaic direct-driven air conditioners with considering the load flexibility of air conditioners,energy,Target
10.1016/j.jclepro.2021.126021,2021,A regression-based framework to examine thermal loads of buildings,building,Context
10.1016/j.enbuild.2021.110909,2021,Thermal and humid environment improvement of the protective clothing for medical use with a portable cooling device: Analysis of air supply parameters,,
10.1016/j.enbuild.2020.110536,2021,Development of a Bayesian based adaptive optimisation algorithm for the thermostat settings in agile open plan offices,,
10.1016/j.autcon.2021.103900,2021,Computational approach to extend the air-conditioning usage to adaptive comfort: Adaptive-Comfort-Control-Implementation Script,control,Application
10.1016/j.jclepro.2021.127846,2021,Development of indoor environmental quality index using a low-cost monitoring platform,,
10.1016/j.buildenv.2021.108273,2021,Modeling pedestrian emotion in high-density cities using visual exposure and machine learning: Tracking real-time physiology and psychology in Hong Kong,,
10.1016/j.enbuild.2021.110832,2021,Model predictive control optimization for rapid response and energy efficiency based on the state-space model of a radiant floor heating system,"energy,energy efficiency,control,predictive control","Application,Target"
10.1016/j.jobe.2020.102051,2021,Correlations between thermal satisfaction and non-thermal conditions of indoor environmental quality: Bayesian inference of a field study of offices,,
10.1016/j.enbuild.2021.111054,2021,An inquiry into the capabilities of baseline building energy modelling approaches to estimate energy savings,"building,energy","Context,Target"
10.1016/j.buildenv.2021.107704,2021,Performance gap in a multi-storey student accommodation complex built to Passivhaus standard,,
10.1016/j.buildenv.2021.108090,2021,Comparison between mental mapping and land surface temperature in two Czech cities: A new perspective on indication of locations prone to heat stress,,
10.1016/j.rser.2020.110618,2021,Applications of reinforcement learning in energy systems,energy,Target
10.1016/j.enbuild.2020.110597,2021,Potential and practical management of hybrid ventilation in buildings,building,Context
10.1016/j.scitotenv.2021.148421,2021,Experimental investigation of standard effective temperature (SET*) adapted for human walking in an indoor and transitional thermal environment,,
10.1016/j.enbuild.2021.111430,2021,"Assessing the ability of electrified domestic heating in the UK to provide unplanned, short-term responsive demand",,
10.1016/j.buildenv.2021.108366,2021,An improved typical meteorological year based on outdoor climate comprehensive description method,,
10.1016/j.enbuild.2021.111193,2021,A combined genetic optimization with AdaBoost ensemble model for anomaly detection in buildings electricity consumption,building,Context
10.1016/j.apenergy.2021.117655,2021,Missing data imputation using mixture factor analysis for building electric load data,building,Context
10.1016/j.jobe.2020.102113,2021,Self-shaping building skin: Comparative environmental performance investigation of shape-memory-alloy (SMA) response and artificial-intelligence (AI) kinetic control,"building,control","Application,Context"
10.1016/j.rser.2021.111490,2021,Techno-economic analysis and energy modelling as a key enablers for smart energy services and technologies in buildings,"building,energy","Context,Target"
10.1016/j.enbuild.2021.111539,2021,Study on the performance of interactive cascade ventilation oriented to the non-uniform indoor environment requirement,,
10.1016/j.enbuild.2020.110523,2021,Efficient PMV computation for public environments with transient populations,,
10.1016/j.jobe.2021.103017,2021,Model predictive control strategy using encoder-decoder recurrent neural networks for smart control of thermal environment,"control,predictive control",Application
10.1016/j.jclepro.2021.129272,2021,Machine learning for optimised and clean Li-ion battery manufacturing: Revealing the dependency between electrode and cell characteristics,,
10.1016/j.enbuild.2021.111104,2021,Potential and challenges of a user-centric radiant cooling approach,,
10.1016/j.ijepes.2021.106834,2021,A blind event-based learning algorithm for non-intrusive load disaggregation,,
10.1016/j.buildenv.2020.107413,2021,A study on changes in occupants' thermal sensation owing to CO₂ concentration using PMV and TSV,,
10.1016/j.jobe.2021.102496,2021,Development of a second-order dynamic model for quantifying impact of thermal mass on indoor thermal environment,,
10.1016/j.apenergy.2021.116889,2021,Advanced forecasting and disturbance modelling for model predictive control of smart energy systems,"energy,control,predictive control","Application,Target"
10.1016/j.apenergy.2021.116605,2021,A real-time optimal control strategy for multi-zone VAV air-conditioning systems adopting a multi-agent based distributed optimization method,control,Application
10.1016/j.apenergy.2021.117200,2021,"Sensitivity analysis on energy performance, thermal and visual discomfort of a prefabricated house in six climate zones in Australia","energy,energy performance",Target
10.1016/j.enbuild.2021.111093,2021,Indoor environmental quality and energy consumption real-time assessment: A field measurement of a nearly zero-energy building in cold region of China,"building,energy","Context,Target"
10.1016/j.jobe.2020.102095,2021,Optimization of a university timetable considering building energy efficiency: An approach based on the building controls virtual test bed platform using a genetic algorithm,"building,energy,energy efficiency,control","Application,Context,Target"
10.1016/j.autcon.2021.103978,2021,Learning-guided point cloud vectorization for building component modeling,building,Context
10.1016/j.enbuild.2021.111024,2021,Influence of the type of thermostat on the energy saving obtained with adaptive setpoint temperatures: Analysis in the current and future scenario,energy,Target
10.1016/j.buildenv.2021.108220,2021,Differences between EEG during thermal discomfort and thermal displeasure,,
10.1016/j.jobe.2021.102687,2021,Investigating the energy flexibility of Dutch office buildings on single building level and building cluster level,"building,energy,energy flexibility","Application,Context,Target"
10.1016/j.buildenv.2021.108164,2021,Learning-based CO2 concentration prediction: Application to indoor air quality control using demand-controlled ventilation,control,Application
10.1016/j.enbuild.2021.111183,2021,Measurement and Verification for multiple buildings: An innovative baseline model selection framework applied to real energy performance contracts,"building,energy,energy performance","Context,Target"
10.1016/j.enbuild.2021.110766,2021,A simple building energy model in form of an equivalent outdoor temperature,"building,energy","Context,Target"
10.1016/j.enbuild.2020.110537,2021,Estimating thermal parameters of a commercial building: A meta-heuristic approach,building,Context
10.1016/j.enbuild.2020.110607,2021,Passive control strategies for cooling a non-residential nearly zero energy office: Simulated comfort resilience now and in the future,"energy,control","Application,Target"
10.1016/j.enbuild.2021.110833,2021,Building HVAC control with reinforcement learning for reduction of energy cost and demand charge,"building,energy,control","Application,Context,Target"
10.1016/j.energy.2021.120678,2021,Energy and flow demand analysis of domestic hot water in an apartment complex using a smart meter,energy,Target
10.1016/j.apenergy.2021.117710,2021,Trilevel smart meter hardening strategy for mitigating cyber attacks against Volt/VAR optimization in smart power distribution systems,,
10.1016/j.apenergy.2021.116848,2021,A fresh (air) look at ventilation for COVID-19: Estimating the global energy savings potential of coupling natural ventilation with novel radiant cooling strategies,energy,Target
10.1016/j.enbuild.2021.111195,2021,"Data mining cubes for buildings, a generic framework for multidimensional analytics of building performance data",building,Context
10.1016/j.buildenv.2021.107741,2021,Field study on occupants’ subjective symptoms attributed to overcooled environments in air-conditioned offices in hot and humid climates of Asia,,
10.1016/j.energy.2021.121588,2021,Identifying household cooling savings potential in the hot summer and cold winter climate zone in China: A stochastic demand frontier approach,,
10.1016/j.scitotenv.2021.146047,2021,Data fusion in buildings: Synthesis of high-resolution IEQ and occupant tracking data,building,Context
10.1016/j.apenergy.2021.117721,2021,"Using energy saving deficit distributions to assess calculated, deemed and metered electricity savings estimations",energy,Target
10.1016/j.buildenv.2020.107484,2021,Spatial interpolation-based analysis method targeting visualization of the indoor thermal environment,,
10.1016/j.buildenv.2021.108353,2021,"Thermal conditions in households and assessment of building's flexibility potential. Variations in time, space and between dwellings",building,Context
10.1016/j.enbuild.2021.111384,2021,Experimental investigation on thermal inertia characterization of commercial buildings for demand response,"building,demand response","Application,Context"
10.1016/j.apenergy.2021.117429,2021,Thermal load prediction and operation optimization of office building with a zone-level artificial neural network and rule-based control,"building,operation,control","Application,Context"
10.1016/j.jobe.2021.103027,2021,Operation of climate-adaptive building shells utilizing machine learning under sparse data conditions,"building,operation","Application,Context"
10.1016/j.buildenv.2021.108390,2021,Sociodemographic variations in the association between indoor environmental quality in school buildings and student performance,building,Context
10.1016/j.jobe.2020.102058,2021,An automated process to calibrate building energy model based on schedule tuning and signed directed graph method,"building,energy","Context,Target"
10.1016/j.enbuild.2021.110749,2021,Performance analysis on system-level integration and operation of daytime radiative cooling technology for air-conditioning in buildings,"building,operation","Application,Context"
10.1016/j.apenergy.2021.117458,2021,System-level virtual sensing method in building energy systems using autoencoder: Under the limited sensors and operational datasets,"building,energy,operation","Application,Context,Target"
10.1016/j.scs.2021.103273,2021,Impact of neighborhood spatial characteristics on the microclimate in a hot arid climate – A field based study,,
10.1016/j.jobe.2021.102395,2021,Gap theory based performance analysis: A case study of an Indian hostel building with passive architectural character,building,Context
10.1016/j.jobe.2021.102246,2021,Data mining approach for improving the optimal control of HVAC systems: An event-driven strategy,control,Application
10.1016/j.buildenv.2020.107529,2021,An innovative shading controller for blinds in an open-plan office using machine learning,control,Application
10.1016/j.scs.2021.102804,2021,Does historical data still count? Exploring the applicability of smart building applications in the post-pandemic period,building,Context
10.1016/j.enbuild.2021.111210,2021,Fast simulation and high-fidelity reduced-order model of the multi-zone radiant floor system for efficient application to model predictive control,"control,predictive control",Application
10.1016/j.jobe.2021.102770,2021,Experimental investigations of humidification parameters and transient analysis in a rotating centrifugal humidifier,,
10.1016/j.buildenv.2021.108066,2021,Autoencoder-driven fault detection and diagnosis in building automation systems: Residual-based and latent space-based approaches,"building,fault detection and diagnosis","Application,Context"
10.1016/j.energy.2021.120928,2021,Strategy for low-temperature operation of radiator systems using data from existing digital heat cost allocators,operation,Application
10.1016/j.enbuild.2020.110691,2021,Automated fault detection of residential air-conditioning systems using thermostat drive cycles,,
10.1016/j.enbuild.2021.111303,2021,Occupancy and occupant activity drivers of energy consumption in residential buildings,"building,energy","Context,Target"
10.1016/j.energy.2021.120725,2021,Coordinated energy management for a cluster of buildings through deep reinforcement learning,"building,energy","Context,Target"
10.1016/j.enbuild.2021.110760,2021,"Energy poverty, occupant comfort, and wellbeing in internally displaced people’s residences in Sri Lanka",energy,Target
10.1016/j.enbuild.2021.111501,2021,Influence of the moisture driving force of moisture adsorption and desorption on indoor hygrothermal environment and building thermal load,building,Context
10.1016/j.scitotenv.2020.144910,2021,Dynamic thermal pleasure in outdoor environments - temporal <ce:italic>alliesthesia</ce:italic>,,
10.1016/j.jobe.2021.103043,2021,Performance assessment of dual-mode evaporative cooler for futuristic climatic scenarios considering climate change effect,,
10.1016/j.enbuild.2021.110826,2021,A study on the transferability of computational models of building electricity load patterns across climatic zones,building,Context
10.1016/j.jobe.2021.102167,2021,Optimization of configurative parameters of stratum ventilated heating for a sleeping environment,,
10.1016/j.buildenv.2021.108217,2021,Decision-making analysis of ventilation strategies under complex situations: A numerical study,,
10.1016/j.enbuild.2021.110953,2021,Detecting deficiencies using building performance data in healthcare facilities: Improving operational efficiency with Continuous Commissioning ®,"building,operation,commissioning","Application,Context"
10.1016/j.apenergy.2021.117806,2021,Post-metering value-added services for low voltage electricity users: Lessons learned from the Italian experience of <ce:small-caps>CHAIN 2</ce:small-caps>,,
10.1016/j.buildenv.2021.108041,2021,Smart air supply terminal for floor-standing room air conditioners based on the identification of human positions,,
10.1016/j.measurement.2021.109788,2021,Semisupervised dynamic soft sensor based on complementary ensemble empirical mode decomposition and deep learning,,
10.1016/j.autcon.2021.103857,2021,Convolutional neural network modeling strategy for fall-related motion recognition using acceleration features of a scaffolding structure,,
10.1016/j.jobe.2021.103056,2021,Dehumidification and thermal regeneration characterization of binary deep eutectic solvents in liquid desiccant air conditioning systems,,
10.1016/j.jobe.2021.103025,2021,Experimental study on thermal environment in a simulated classroom with different air distribution methods,,
10.1016/j.enbuild.2020.110601,2021,A data mining-based framework for the identification of daily electricity usage patterns and anomaly detection in building electricity consumption data,building,Context
10.1016/j.aei.2020.101197,2021,Introduction of a time series machine learning methodology for the application in a production system,,
10.1016/j.jclepro.2021.128742,2021,Assessing the impact of courtyards in cooling energy demand in buildings,"building,energy","Context,Target"
10.1016/j.jobe.2020.102016,2021,Research on heating performance of heating radiator at low temperature,,
10.1016/j.enbuild.2020.110666,2021,In-situ application of an ANN algorithm for optimized chilled and condenser water temperatures set-point during cooling operation,operation,Application
10.1016/j.applthermaleng.2021.117069,2021,Experimental investigation on the control performance of an active chilled beam system under dynamic cooling loads,control,Application
10.1016/j.energy.2021.121151,2021,Performance assessment of hybrid desiccant air conditioning systems: A dynamic approach towards achieving optimum 3E solution across the lifespan,,
10.1016/j.apenergy.2020.116091,2021,A real-time diagnostic tool for evaluating the thermal performance of nearly zero energy buildings,"building,energy","Context,Target"
10.1016/j.jobe.2021.102891,2021,Effective factors for residential building energy modeling using feature engineering,"building,energy","Context,Target"
10.1016/j.buildenv.2020.107561,2021,The effect of occupant distribution on energy consumption and COVID-19 infection in buildings: A case study of university building,"building,energy","Context,Target"
10.1016/j.apenergy.2021.117149,2021,Community-scale interaction of energy efficiency and demand flexibility in residential buildings,"building,energy,energy efficiency","Context,Target"
10.1016/j.ijepes.2020.106626,2021,Smart meters for enhancing protection and monitoring functions in emerging distribution systems,,
10.1016/j.jobe.2021.102679,2021,Experimental investigation of two-stage evaporative cooler powered by photovoltaic panels using underground water,,
10.1016/j.enbuild.2020.110656,2021,Three-dimensional characterization of air infiltration using infrared thermography,,
10.1016/j.buildenv.2021.107984,2021,Effect of opening on environmental conditions of a naturally ventilated stable in Thailand,,
10.1016/j.ymssp.2020.107460,2021,Statistical correlation between environmental time series and data from long-term monitoring of buildings,building,Context
10.1016/j.applthermaleng.2021.117335,2021,Accelerating self-optimization control of refrigerant cycles with Bayesian optimization and adaptive moment estimation,control,Application
10.1016/j.apenergy.2021.117103,2021,Automated terminal unit performance analysis employing x-RBF neural network and associated energy optimisation – A case study based approach,energy,Target
10.1016/j.jobe.2021.102546,2021,Intermittent heating performance of different terminals in hot summer and cold winter zone in China based on field test,,
10.1016/j.jclepro.2020.124441,2021,"Correlations, variations, and modelling of indoor environment in a mechanically-ventilated pig building",building,Context
10.1016/j.enbuild.2021.111388,2021,Probing the historic thermal and humid environment in a 2000-year-old ancient underground tomb and enlightenment for cultural heritage protection and preventive conservation,,
10.1016/j.buildenv.2021.108025,2021,Numerical investigation on mechanisms and performance of column attachment ventilation for winter heating,,
10.1016/j.enbuild.2021.111232,2021,A study on the factors simultaneously affecting visual comfort in classrooms: A structural equation modeling approach,,
10.1016/j.energy.2021.120167,2021,Global natural gas demand to 2025: A learning scenario development model,,
10.1016/j.measurement.2020.108438,2021,A framework for remote in-service metrological surveillance of energy meters,energy,Target
10.1016/j.jobe.2021.102368,2021,Subjective thermal response driving indoor comfort perception: A novel experimental analysis coupling building information modelling and virtual reality,building,Context
10.1016/j.enbuild.2021.111406,2021,An experimental investigation on the effect of use of nanofluids in radiant floor heating systems,,
10.1016/j.enbuild.2021.110730,2021,Energy use intensity disaggregation in institutional buildings – A data analytics approach,"building,energy","Context,Target"
10.1016/j.jobe.2021.102896,2021,The influence of the thickness of an aluminium radiant sheet on the performance of the lightweight floor heating,,
10.1016/j.scs.2021.103166,2021,Development of real-time adaptive model-free extremum seeking control for CFD-simulated thermal environment,control,Application
10.1016/j.autcon.2021.103580,2021,Building energy performance assessment using linked data and cross-domain semantic reasoning,"building,energy,energy performance","Context,Target"
10.1016/j.enbuild.2020.110535,2021,Numerical modelling of the operational effects on the thermochemical reactor performance,operation,Application
10.1016/j.jobe.2021.102950,2021,Novel double layer BiLSTM minor soft fault detection for sensors in air-conditioning system with KPCA reducing dimensions,,
10.1016/j.buildenv.2021.107878,2021,Standardizing thermal contrast among local climate zones at a continental scale: Implications for cool neighborhoods,,
10.1016/j.buildenv.2021.107731,2021,Heating behavior using household air-conditioners during the COVID-19 lockdown in Wuhan: An exploratory and comparative study,,
10.1016/j.jobe.2020.101870,2021,Energy consumption characteristics and influential use behaviors in university dormitory buildings in China's hot summer-cold winter climate region,"building,energy","Context,Target"
10.1016/j.applthermaleng.2021.117544,2021,Comprehensive modelling of rotary desiccant wheel with different multiple regression and machine learning methods for balanced flow,,
10.1016/j.enbuild.2021.110776,2021,Meeting thermal needs of occupants in shared space with an adjustable thermostat and local heating in winter: An experimental study,,
10.1016/j.enbuild.2020.110575,2021,Thermoregulation model JOS-3 with new open source code,,
10.1016/j.jobe.2020.101627,2021,Heating performance for a hybrid radiant-convective heating terminal by orthogonal test method,,
10.1016/j.jobe.2020.101828,2021,"Analysis of traditional windcatchers and the effects produced by changing the size, shape, and position of the outlet opening",,
10.1016/j.scs.2021.102877,2021,Analyses of land surface temperature (LST) variability among local climate zones (LCZs) comparing Landsat-8 and ENVI-met model data,,
10.1016/j.scitotenv.2020.142920,2021,Integrated impacts of tree planting and aspect ratios on thermal environment in street canyons by scaled outdoor experiments,,
10.1016/j.buildenv.2020.107442,2021,Determining the thresholds of environmental parameters for health protection of sanitation workers in summer based on mathematical programming,,
10.1016/j.enbuild.2021.111288,2021,Effects of Real-Time Energy Feedback and Normative Comparisons: Results from a Multi-Year Field Study in a Multi-Unit Residential Building,"building,energy","Context,Target"
10.1016/j.jobe.2021.102227,2021,Comparative studies on control of thermal environment in development headings using force/exhaust overlap ventilation systems,control,Application
10.1016/j.measurement.2020.108173,2021,Estimation of body fat percentage using hybrid machine learning algorithms,,
10.1016/j.buildenv.2020.107509,2021,Simplified direct forcing approach for dynamic modeling of building natural ventilation,building,Context
10.1016/j.enbuild.2021.111219,2021,Application of machine learning to estimate building energy use intensities,"building,energy","Context,Target"
10.1016/j.buildenv.2020.107479,2021,Assessing neighborhood variations in ozone and PM<ce:inf loc=post>2.5</ce:inf> concentrations using decision tree method,,
10.1016/j.apenergy.2021.117141,2021,Impact of wastewater heat recovery in buildings on the performance of centralized energy recovery – A case study of Stockholm,"building,energy","Context,Target"
10.1016/j.buildenv.2021.107671,2021,Effect of operational modes on the train-induced airflow and thermal environment in a subway station with full-height platform bailout doors,operation,Application
10.1016/j.scs.2021.103256,2021,Optimal control of high-rise building mechanical ventilation system for achieving low risk of COVID-19 transmission and ventilative cooling,"building,control","Application,Context"
10.1016/j.buildenv.2021.108106,2021,Dust-suppression and cooling effects of spray system installed between hydraulic supports in fully mechanized coal-mining face,,
10.1016/j.jobe.2020.101869,2021,Building energy management decision-making in the real world: A comparative study of HVAC cooling strategies,"building,energy","Context,Target"
10.1016/j.enbuild.2021.110727,2021,A probabilistic hot water usage model and simulator for use in residential energy management,energy,Target
10.1016/j.enbuild.2021.111358,2021,Perceptual response and cognitive performance during exposure to extremely cold environments,,
10.1016/j.applthermaleng.2021.117427,2021,Global optimization of a vapor compression refrigeration system with a self-adaptive differential evolution algorithm,,
10.1016/j.buildenv.2021.108288,2021,Occupants’ satisfaction with LEED- and non-LEED-certified apartments using social media data,,
10.1016/j.ijrefrig.2020.12.003,2021,Machine-learning-based compressor models: A case study for variable refrigerant flow systems,,
10.1016/j.enbuild.2021.110864,2021,Sensitivity analysis of household factors and energy consumption in residential houses: A multi-dimensional hybrid approach using energy monitoring and modeling,energy,Target
10.1016/j.applthermaleng.2021.117415,2021,Investigation of energy savings potential of multi-variable differential temperature control in economizer,"energy,control","Application,Target"
10.1016/j.buildenv.2021.108194,2021,Workplace occupant comfort monitoring with a multi-sensory and portable autonomous robot,,
10.1016/j.buildenv.2021.107857,2021,Responses of human perception and skin temperature to directed thermal radiation in hot environments,,
10.1016/j.enbuild.2021.111179,2021,Investigation on indirect evaporative cooling system integrated with liquid dehumidification,,
10.1016/j.ijheatmasstransfer.2021.121874,2021,Droplet evaporation characteristics on heated superhydrophobic surface subjected to airflow,,
10.1016/j.ijrefrig.2021.02.010,2021,Load-based testing using a thermostat environment emulator,,
10.1016/j.enbuild.2021.111212,2021,Multi-objective air terminal of a household air conditioner based on the principle of central projection,,
10.1016/j.solener.2021.02.059,2021,The environmental response of office buildings from the Brazilian bioclimatic modernism in São Paulo: the case study of <ce:italic>Complexo Conjunto Nacional</ce:italic> – CCN (1962),building,Context
10.1016/j.enbuild.2021.110875,2021,Fault prognosis of HVAC air handling unit and its components using hidden-semi Markov model and statistical process control,control,Application
10.1016/j.apenergy.2021.116623,2021,Deep reinforcement learning framework for dynamic pricing demand response of regenerative electric heating,demand response,Application
10.1016/j.ijrefrig.2021.05.007,2021,A robust gray-box modeling methodology for variable-speed direct-expansion systems with limited training data,,
10.1016/j.buildenv.2021.108180,2021,Temperature-dependent ventilation rates might improve perceived air quality in a demand-controlled ventilation strategy,control,Application
10.1016/j.ijepes.2021.106768,2021,A hierarchical scheduling method of active distribution network considering flexible loads in office buildings,building,Context
10.1016/j.snb.2020.129187,2021,Statistical shape analysis pre-processing of temperature modulated metal oxide gas sensor response for machine learning improved selectivity of gases detection in real atmospheric conditions,,
10.1016/j.jobe.2021.102778,2021,A clustering-based climatic zoning method for office buildings in China,building,Context
10.1016/j.apenergy.2021.117005,2021,A user-interactive system for smart thermal environment control in office buildings,"building,control","Application,Context"
10.1016/j.buildenv.2021.107672,2021,Performance assessment of hygrothermal modelling for diagnostics and conservation in an Italian historical church,,
10.1016/j.jobe.2021.102578,2021,Introduction of a plug and play model predictive control to predict room temperatures,"control,predictive control",Application
10.1016/j.buildenv.2021.107986,2021,Dwelling and household characteristics' influence on reported and measured summertime overheating: A glimpse of a mild climate in the 2050's,,
10.1016/j.jobe.2021.102388,2021,Air damper with Controlling Capacity Unrelated to duct system resistance,control,Application
10.1016/j.jobe.2020.101687,2021,EvacuSafe: A real-time model for building evacuation based on Dijkstra's algorithm,building,Context
10.1016/j.buildenv.2020.107480,2021,Ten questions concerning occupant health in buildings during normal operations and extreme events including the COVID-19 pandemic,"building,operation","Application,Context"
10.1016/j.jobe.2020.101980,2021,Performance enhancement of a cross flow dew point indirect evaporative cooler with circular finned channel geometry,,
10.1016/j.scitotenv.2020.144199,2021,Linking environmental heterogeneity and plant diversity: The ecological role of small natural features in homogeneous landscapes,,
10.1016/j.scs.2021.103320,2021,Indoor-outdoor relationship of PM<ce:inf loc=post>2.5</ce:inf> mass concentrations in severe cold regions based on a coupled canopy model,,
10.1016/j.enbuild.2021.111021,2021,Towards a cost-effective remote community energy system model: Evaluating trade-offs between supply and demand-side interventions,energy,Target
10.1016/j.enbuild.2021.111108,2021,Scenario-based nonlinear model predictive control for building heating systems,"building,control,predictive control","Application,Context"
10.1016/j.enbuild.2021.110836,2021,Identifying grey-box thermal models with Bayesian neural networks,,
10.1016/j.buildenv.2021.108118,2021,Ventilation effectiveness of uniform and non-uniform perforated duct diffusers at office room,,
10.1016/j.buildenv.2021.108356,2021,The effectiveness of evaporative cooling vest with ventilation fans on the thermal state of persons with paraplegia during exercise,,
10.1016/j.scs.2021.102837,2021,Developing an optimized method for the ‘stop-and-go’ strategy in mobile measurements for characterizing outdoor thermal environments,,
10.1016/j.enbuild.2021.111197,2021,Empirical validation of a multizone building model coupled with an air flow network under complex realistic situations,building,Context
10.1016/j.apenergy.2020.116381,2021,Hygro-thermal model for estimation of demand response flexibility of closed refrigerated display cabinets,demand response,Application
10.1016/j.enbuild.2021.111110,2021,Energy fault detection for small buildings based on peer comparison of estimated operating status,"building,energy","Context,Target"
10.1016/j.enbuild.2021.110862,2021,Clustering and statistical analyses of electricity consumption for university dormitories: A case study from China,,
10.1016/j.buildenv.2020.107505,2021,Three-dimensional heat transfer of globe thermometers in indoor environments controlled by radiant systems,control,Application
10.1016/j.buildenv.2020.107431,2021,Study of multi-objective optimization of overall ventilation performance for an impinging jet ventilation system using Taguchi-based grey relational analysis,,
10.1016/j.enbuild.2021.110767,2021,Energy-quota-based integrated solutions for heating and cooling of residential buildings in the Hot Summer and Cold Winter zone in China,"building,energy","Context,Target"
10.1016/j.jobe.2021.102839,2021,An advanced methodology to enhance energy efficiency in a hospital cooling-water system,"energy,energy efficiency",Target
10.1016/j.applthermaleng.2021.117146,2021,Dynamic performance and multi-objective optimization of fin-concrete heat sinks,,
10.1016/j.enbuild.2021.111056,2021,Towards a holistic approach to indoor environmental quality assessment: Weighting schemes to combine effects of multiple environmental factors,,
10.1016/j.jobe.2020.102142,2021,Utilization of an improved crow search algorithm to solve building energy optimization problems: Cases of Australia,"building,energy","Context,Target"
10.1016/j.scs.2020.102596,2021,A statistical learning approach to determine optimal sizing & investment timing of commercial-scale distributed energy resources,energy,Target
10.1016/j.enbuild.2021.111252,2021,Demand response scheduling algorithm of the economic energy consumption in buildings for considering comfortable working time and user target price,"building,energy,demand response","Application,Context,Target"
10.1016/j.scs.2021.103253,2021,Analysis of electricity use and economic impacts for buildings with electric heating under lockdown conditions: examples for educational buildings and residential buildings in Norway,building,Context
10.1016/j.jobe.2021.103192,2021,Performance investigation of a net-zero energy building in hot summer and cold winter zone,"building,energy","Context,Target"
10.1016/j.buildenv.2020.107360,2021,Spatial seated occupancy detection in offices with a chair-based temperature sensor array,,
10.1016/j.apenergy.2020.116117,2021,Intelligent multi-zone residential HVAC control strategy based on deep reinforcement learning,control,Application
10.1016/j.energy.2021.121411,2021,Thermal performance investigation of a novel heating terminal integrated with flat heat pipe and heat transfer enhancement,,
10.1016/j.apenergy.2021.116721,2021,Characterizing patterns and variability of building electric load profiles in time and frequency domains,building,Context
10.1016/j.buildenv.2021.107885,2021,"Indoor humidity of dwellings and association with building characteristics, behaviors and health in a northern climate",building,Context
10.1016/j.buildenv.2020.107573,2021,Extended standard effective temperature index for water-misting environment,,
10.1016/j.jobe.2020.101548,2021,The optimum of heat recovery - Determination of the optimal heat recovery based on a multiple non-linear regression model,,
10.1016/j.apenergy.2021.116732,2021,"OCHRE: The Object-oriented, Controllable, High-resolution Residential Energy Model for Dynamic Integration Studies","energy,control","Application,Target"
10.1016/j.solener.2021.08.064,2021,Unravelling the relationship between energy and indoor environmental quality in Australian office buildings,"building,energy","Context,Target"
10.1016/j.applthermaleng.2021.117298,2021,Automation of the heated floor system in a room under the influence of ambient conditions,,
10.1016/j.buildenv.2021.107719,2021,Effect of individually controlled personalized ventilation on cross-contamination due to respiratory activities,control,Application
10.1016/j.enbuild.2021.111311,2021,A response factor method to quantify the dynamic performance for pipe-embedded radiant systems,,
10.1016/j.enbuild.2020.110695,2021,Quantifying the impact of occupants’ spatial distributions on office buildings energy and comfort performance,"building,energy","Context,Target"
10.1016/j.jclepro.2021.129246,2021,Energy management optimisation using a combined Long Short-Term Memory recurrent neural network – Particle Swarm Optimisation model,energy,Target
10.1016/j.measurement.2021.109481,2021,Experiment and numerical study on the monitoring of super long cast-in-place pile temperature based on BOTDR technology,,
10.1016/j.buildenv.2021.107621,2021,"Use of portable air purifiers in homes: Operating behaviour, effect on indoor PM<ce:inf loc=post>2.5</ce:inf> and perceived indoor air quality",,
10.1016/j.energy.2021.120436,2021,Optimisation of HVAC control and manufacturing schedules for the reduction of peak energy demand in the manufacturing sector,"energy,control","Application,Target"
10.1016/j.ijrefrig.2021.02.019,2021,Separate sensible and latent cooling: Carnot limits and system taxonomy,,
10.1016/j.buildenv.2021.107798,2021,Numerical study on thermal stratification for impinging jet ventilation system in office buildings,building,Context
10.1016/j.ijheatmasstransfer.2021.121550,2021,A transient numerical model for sensible fixed-bed regenerator in HVAC applications,,
10.1016/j.enbuild.2021.111124,2021,"Overall effects of temperature steps in hot summer on students' subjective perception, physiological response and learning performance",,
10.1016/j.rser.2021.111382,2021,Assessing the influence of legal constraints on the integration of renewable energy technologies in polygeneration systems for buildings,"building,energy","Context,Target"
10.1016/j.enbuild.2021.111389,2021,Application of vision-based occupancy counting method using deep learning and performance analysis,,
10.1016/j.jobe.2021.103385,2021,Analyzing energy consumption patterns of an educational building through data mining,"building,energy","Context,Target"
10.1016/j.jobe.2021.103141,2021,The correlation of energy performance and building age in UK schools,"building,energy,energy performance","Context,Target"
10.1016/j.jobe.2021.103139,2021,Anomaly analysis on indoor office spaces for facility management using deep learning methods,,
10.1016/j.aei.2021.101435,2021,Reassessment of climate zones for high-level pavement analysis using machine learning algorithms and NASA MERRA-2 data,,
10.1016/j.apenergy.2021.117631,2021,Performance of precooling strategies using switchable insulation systems for commercial buildings,building,Context
10.1016/j.enbuild.2021.110844,2021,Physiological and perceptual responses of exposure to different altitudes in extremely cold environment,,
